survey,source,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20
CR. 0908-09 CRUCERO DE ESTIMACION DE BIOMASA DESOVANTE POR EL METODO DE PRODUCCION DE HUEVOS,ReestimacionTBE,0,0,0,56,2634,9474,32985,22529,4230,3330,8003,5106,3860,2468,6381,19283,32860,43021,33165,22955,13950,12156,12044,16976,22369,22649,17375,11661,4669,1509,602,7,0,0,0,0,0
CR. 0912 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,0,0,0,309,827,636,535,484,555,337,238,21,38,0,4,146,167,445,1500,3013,8770,17493,22707,17960,7610,2882,870,362,9,19,0,0,0,0
CR. 1002-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,142,4052,4478,2402,1636,9592,39513,59098,78832,69315,63819,79765,111964,90187,79962,74280,45799,25756,11491,6392,7552,12301,23689,27220,18901,4713,2476,188,6,0,0,0,0,0
CR. 1008-09 CRUCERO DE ESTIMACION DE BIOMASA DESOVANTE POR EL METODO DE PRODUCCION DE HUEVOS,ReestimacionTBE,0,0,46,115,150,899,1395,553,258,151,1298,200,468,524,2243,6677,5669,7581,12713,35437,90265,68869,41465,32857,24452,21024,14257,10338,8277,2744,240,0,0,0,0,0,0
CR. 1011-12 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,19999,88681,98107,64356,116580,66536,46182,40609,35652,26025,19161,21845,41377,72661,74754,51754,31864,23963,24022,19721,18973,14321,12800,16704,15264,8009,4426,1712,547,5,0,0,0,0,0
CR. 1102-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,0,0,0,3,5,12,289,4068,28058,93611,152396,151624,127926,103332,82899,67249,64715,60852,58970,62337,55578,39867,18545,7029,4269,3212,1192,209,22,0,0,0,0,0
CR. 1108-10 CRUCERO DE ESTIMACION DE BIOMASA DESOVANTE POR EL METODO DE PRODUCCION DE HUEVOS,ReestimacionTBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,310,962,4020,15248,37741,84599,140475,121817,89184,66281,56106,37366,14969,3490,275,0,0,0,0,0,0,0
CR. 1202-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,47,2495,4401,15210,19503,25200,37660,42572,34136,31045,28171,19226,17672,15908,16184,16604,14569,12092,11247,11624,22311,48961,83062,81356,54077,25176,9598,625,39,0,0,0,0,0
CR. 1209-11 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,0,0,0,13687,39692,64328,50841,40759,27517,28892,17214,22144,7894,8052,2378,5459,13034,15602,18010,23752,27765,35640,34038,28262,24601,12616,3028,185,3,0,0,0,0,0
CR. 1302-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,68009,124124,84187,16178,11932,6444,6931,3942,6560,4278,4725,8765,28032,63056,96945,135749,147679,151535,131732,130218,94869,56797,24117,14832,13354,8584,4513,1379,101,8,0,0,0,0,0
CR. 1308-09 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,0,0,0,0,0,0,0,0,0,28,40,40,8,66,483,2391,9534,20405,25350,39558,84563,124683,126009,68970,32241,7374,1268,10,0,0,0,0,0,0
CR. 1402-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,4,807,1946,15309,33708,87926,74052,57900,42753,57183,57668,54039,41816,29932,33093,48967,29859,20478,15461,11337,15522,19254,19114,12195,14685,24910,32802,21516,6794,718,0,0,0,0,0,0
CR. 1408-10 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,4799,6031,19682,11066,5044,4055,3510,6291,6453,10075,9602,7632,5200,4405,5028,6682,14959,19263,16233,12519,8975,6648,6579,3031,1507,856,663,337,74,6,0,0,0,0,0
CR. 1411-12 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,117,78,9002,94594,229001,560473,460965,128673,68170,54727,43506,38747,28625,17764,12684,9429,7427,6505,5480,4124,8211,12589,11316,6598,5385,3848,1686,372,92,63,23,0,0,0,0,0,0
CR. 1502-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,34,79,1486,16748,24367,32952,82718,86141,54035,32049,20740,30496,35442,36735,35515,34471,43790,52764,60924,65480,74410,84982,82222,44843,18368,5050,801,143,35,79,0,0,0,0,0
CR. 1508-10 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,39741,76325,163937,156255,22025,4354,5168,1292,1440,2306,2671,3921,11941,33914,48483,60697,53117,48660,36901,61018,55875,34249,31969,23793,20318,12651,6189,2768,493,81,0,0,0,0,0,0,0
CR. 1603-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,1297,3431,18182,32768,33084,67875,58201,40339,23703,13763,25120,21901,17361,11907,11879,12314,14618,24634,42225,36233,26135,28547,28468,20070,9592,3264,537,307,10,0,0,0,0,0,0
CR. 1605-06 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,107,1265,3577,6876,14067,28973,54655,76169,56990,72889,89936,69988,31233,19855,10945,10629,11439,12536,18041,32792,44598,56356,54496,51527,18929,7285,2255,533,26,0,0,0,0,0,0
CR. 1609-11 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,10010,42014,55415,56593,72008,111648,225933,203054,112495,73267,67578,65820,58416,41858,34439,42473,42029,34232,50309,49405,28882,20696,14142,16815,16419,10497,3917,625,85,65,0,0,0,0,0
ProyFromCR.1609-11To1Month,Proyeccion,0,0,138.1,1662.07,8166.22,22195.05,39248.47,53822.89,73443.83,111444.3,153743.7,161369.28,129218.11,91981.36,71731.64,62049.48,52309.8,43555.29,40329.38,39551.08,40497.1,44444.6,43165.27,33827.4,23232.44,17710.2,16485.73,14116.43,8796.71,3581.59,927.84,188.35,34.43,4.14,0.24,0.01,0
CR. 1703-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,0,0,0,0,0,20,0,0,372,12003,53261,93264,126646,123563,95223,73887,60664,39825,31393,26292,28311,34975,48494,43992,37677,25146,14871,2369,913,52,0,0,0,0,0,0
CR. 1709-10 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,200121,210288,171909,342968,359440,389868,306841,167549,129556,71830,109933,70584,62470,69534,57570,44115,36842,54396,74346,66084,42722,25831,10920,9115,11573,11549,10066,5384,2119,459,0,0,0,0,0,0,0
ProyFromCR.1709-10To1Month,Proyeccion,1871.304,17446.47,65492.31,135790.8,194663.8,246319.8,302403.8,329208.5,297049.7,222507.68,149219.3,105982.25,87753.37,77018.4,68690.46,62019.83,53370.52,46617.26,50156.82,59964.32,61385.46,49492.71,31859.13,17909.204,11988.1,11179.39,10913.85,8556.131,4923.572,1994.6255,517.30665,77.24874,6.0045499,0.21096567,0.002435984,0,0
CR. 1802-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,0,47,5534,32776,51610,24635,5900,4181,497,397,5312,22014,39499,65449,80989,81985,78938,86336,72178,70086,73246,67574,66845,84725,84935,48725,15370,4582,929,113,1,0,0,0,0,0,0
CR. 1809-11 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,3670,8441,8074,37069,42214,41844,367,0,0,26,42,166,367,567,1517,3024,6289,8366,13540,24317,35151,38445,40847,47276,71815,63096,46559,27174,10497,1738,103,0,0,0,0,0,0
CR. 1902-03 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,ReestimacionTBE,2338,3824,18779,49584,187668,99047,70825,78067,79510,76388,86007,88054,89720,93493,61644,53317,30189,35675,33862,39116,47952,45239,33818,24264,18172,16344,20516,15193,8033,870,118,5,0,0,0,0,0
ProyFromCR.1902-03ToMay,Proyeccion,0,0,1099.4431,3079.550715,9397.221673,52294.45324,148659.5887,180085.5495,107446.6395,53312.25114,41308.13873,51920.01883,71174.05172,84572.33017,95225.57496,77274.06051,43574.09019,28644.58692,26458.60107,34220.44197,41397.98911,49364.73301,51441.17211,36429.99562,26277.75329,17253.55146,17029.04384,17079.05574,9677.593349,3113.76459,639.5968872,76.85745123,2.153999792,0,0,0,0
CR. 1909-11 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,Castillo2020,37032,56956,69650,50732,14017,9068,10046,3915,2096,1646,352,418,5366,10753,10343,9940,10007,14168,27127,42739,40062,49335,51971,55677,66852,61904,26714,5461,2535,646,71,15,0,0,0,0,0
CR. 2002-03 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,InformeIMARPE,15990,17591,36675,53548,45511,18121,5981,3243,3489,7077,41173,107485,163789,166103,189990,171518,165260,166562,160672,125065,89796,59737,31727,11343,4676,4113,4139,1387,272,2,0,0,0,0,0,0,0
ProyFromCR.2002-03ToMay,Proyeccion,162,1534,6190,15168,27258,38135,39856,29791,15947,7363,6490,16930,46463,91084,133919,163026,171744,167585,161579,152184,132382,103317,71912,42324,20401,9042,5178,3283,1483,414,68,6,0,0,0,0,0
CR. 2009-11 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,InformeIMARPE,698,0,0,0,0,0,0,526,6592,11129,13592,16163,12154,14930,17245,12194,13762,19823,29573,51962,66308,42252,51042,68123,90165,70324,29552,7185,1582,56,43,0,0,0,0,0,0
CR. 2102-04 CRUCERO DE EVALUACION HIDROACUSTICA DE RECURSOS PELAGICOS,InformeIMARPE,0,0,0,21052,14984,24564,17869,38500,74543,50381,31952,33204,45903,70323,92789,105243,98963,91266,86595,75640,63575,40425,25914,22577,28685,38114,40252,25876,11189,2368,85,0,4,0,0,0,0
